timestamp,time for refresh
2019-11-15_1000,0:02:02.870269
2019-11-15_1100,0:02:03.204904
2019-11-15_1200,0:02:02.794743
2019-11-15_1300,0:02:02.402054
2019-11-15_1400,0:02:02.418392
2019-11-15_1600,0:02:02.227454
2019-11-15_1700,0:02:02.837340
2019-11-15_1800,0:02:07.845462
2019-11-15_1900,0:02:02.341820
2019-11-15_2000,0:02:02.677083
2019-11-16_1100,0:02:02.539772
2019-11-16_1200,0:02:02.446742
2019-11-16_1300,0:02:03.349849
2019-11-16_1400,0:02:03.312984
2019-11-16_1500,0:02:02.830921
2019-11-16_1600,0:02:02.499970
2019-11-16_1700,0:02:02.678745
2019-11-16_1800,0:02:02.808239
2019-11-16_1900,0:02:02.752929
2019-11-16_2000,0:02:02.556660
2019-11-16_2100,0:02:02.268223
2019-11-17_1100,0:02:09.215185
2019-11-17_1200,0:02:02.469550
2019-11-17_1300,0:02:02.833998
2019-11-17_1400,0:02:02.218082
2019-11-17_1500,0:02:02.221138
2019-11-17_1600,0:02:03.649760
2019-11-17_1700,0:02:02.207866
2019-11-17_1800,0:02:03.411518
2019-11-17_1900,0:02:02.143134
2019-11-17_2000,0:02:02.463336
2019-11-17_2100,0:02:02.376319
2019-11-17_2200,0:02:02.379753
2019-11-17_2300,0:02:02.662662
2019-11-18_1100,0:02:03.593090
2019-11-18_1200,0:02:03.327339
2019-11-18_1300,0:02:04.182504
2019-11-18_1400,0:02:03.365878
2019-11-18_1500,0:02:04.017782
2019-11-19_1100,0:02:03.058006
2019-11-19_1200,0:02:02.928295
2019-11-19_1300,0:02:03.258913
2019-11-19_1400,0:02:02.880571
2019-11-19_1500,0:02:03.653821
2019-11-19_1600,0:02:02.952607
2019-11-19_1700,0:02:08.291968
2019-11-19_1800,0:02:02.803566
2019-11-19_1900,0:02:05.584591
2019-11-19_2000,0:02:02.810117
2019-11-19_2100,0:02:04.022905
2019-11-19_2200,0:02:03.172051
2019-11-19_2300,0:02:02.880977
2019-11-20_0000,0:02:02.670866
2019-11-20_0100,0:02:03.093313
2019-11-20_0200,0:02:03.016525
2019-11-20_0300,0:02:02.892811
2019-11-20_0400,0:02:03.395344
2019-11-20_0500,0:02:02.421674
2019-11-20_0600,0:02:02.491948
2019-11-20_0700,0:02:02.529841
2019-11-20_0800,0:02:02.430364
2019-11-20_0900,0:02:03.039939
2019-11-20_1000,0:02:03.013032
2019-11-20_1100,0:02:02.916790
2019-11-20_1200,0:02:03.961497
2019-11-20_1300,0:02:02.515223
2019-11-20_1400,0:02:02.324955
2019-11-20_1500,0:02:02.287448
2019-11-20_1600,0:02:03.466232
2019-11-20_1700,0:02:02.224216
2019-11-20_1800,0:02:02.510385
2019-11-20_1900,0:02:03.358893
2019-11-20_2000,0:02:02.250595
2019-11-20_2100,0:02:02.429549
2019-11-20_2200,0:02:02.600206
2019-11-20_2300,0:02:02.814255
2019-11-21_0000,0:02:02.276747
2019-11-21_0100,0:02:02.343003
2019-11-21_0200,0:02:05.569614
2019-11-21_0300,0:02:02.540461
2019-11-21_0400,0:02:01.757866
2019-11-21_0500,0:02:01.962738
2019-11-21_0600,0:02:01.742113
2019-11-21_0700,0:02:02.489863
2019-11-21_0800,0:02:01.825884
2019-11-21_0900,0:02:02.926208
2019-11-21_1000,0:02:02.196522
2019-11-21_1100,0:02:01.793154
2019-11-21_1200,0:02:02.402578
2019-11-21_1300,0:02:01.979984
2019-11-21_1400,0:02:02.700128
2019-11-21_1500,0:02:02.205412
2019-11-21_1600,0:02:02.512404
2019-11-21_1700,0:02:02.279584
2019-11-21_1800,0:02:02.198162
2019-11-21_1900,0:02:03.667921
2019-11-21_2000,0:02:05.525655
2019-11-21_2100,0:02:03.195822
2019-11-21_2200,0:02:02.357732
2019-11-21_2300,0:02:02.163021
2019-11-22_0000,0:02:03.798790
2019-11-22_0100,0:02:02.299041
2019-11-22_0200,0:02:02.138438
2019-11-22_0300,0:02:03.217405
2019-11-22_0400,0:02:09.343834
2019-11-22_0500,0:02:02.500200
2019-11-22_0600,0:02:02.346117
2019-11-22_0700,0:02:02.521959
2019-11-22_0800,0:02:01.956096
2019-11-22_0900,0:02:01.712758
2019-11-22_1000,0:02:02.121087
2019-11-22_1100,0:02:02.294021
2019-11-22_1200,0:02:02.339414
2019-11-22_1300,0:02:02.517081
2019-11-22_1400,0:02:04.641631
2019-11-22_1500,0:02:05.160069
2019-11-22_1600,0:02:02.121299
2019-11-22_1700,0:02:02.011984
2019-11-22_1800,0:02:02.380997
2019-11-22_1910,0:02:02.528732
2019-11-22_2000,0:02:02.440902
2019-11-22_2100,0:02:01.908232
2019-11-22_2211,0:02:02.686157
2019-11-22_2300,0:02:02.434096
2019-11-23_0000,0:02:02.899473
2019-11-23_0100,0:02:01.912069
2019-11-23_0200,0:02:02.371216
2019-11-23_0300,0:02:01.986587
2019-11-23_0400,0:02:01.813499
2019-11-23_0500,0:02:02.098656
2019-11-23_0600,0:02:02.064011
2019-11-23_0700,0:02:02.871667
2019-11-23_0800,0:02:01.766914
2019-11-23_0900,0:02:02.399917
2019-11-23_1000,0:02:02.471163
2019-11-23_1100,0:02:02.460916
2019-11-23_1200,0:02:02.326654
2019-11-23_1300,0:02:02.785916
2019-11-23_1400,0:02:02.685879
2019-11-23_1500,0:02:03.128642
2019-11-23_1600,0:02:02.454666
2019-11-23_1700,0:02:02.185532
2019-11-23_1800,0:02:02.639915
2019-11-23_1900,0:02:02.467363
2019-11-23_2000,0:02:02.398391
2019-11-23_2100,0:02:03.209730
2019-11-24_0200,0:02:04.660349
2019-11-24_0300,0:02:10.147236
2019-11-24_0400,0:02:04.737150
2019-11-24_0500,0:02:06.275018
2019-11-24_0600,0:02:04.333952
2019-11-24_0700,0:02:03.772855
2019-11-24_0800,0:02:03.917317
2019-11-24_0900,0:02:06.903778
2019-11-24_1000,0:02:07.918229
2019-11-24_1100,0:02:05.025652
2019-11-24_1200,0:02:02.391502
2019-11-24_1300,0:02:02.233469
2019-11-24_1400,0:02:02.009266
2019-11-24_1500,0:02:02.647370
2019-11-24_1600,0:02:02.005360
2019-11-24_1700,0:02:02.423618
2019-11-24_1800,0:02:02.385569
2019-11-24_1900,0:02:02.333523
2019-11-24_2000,0:02:02.056484
2019-11-24_2100,0:02:03.696469
2019-11-25_1200,0:02:03.747599
2019-11-25_1300,0:02:02.956281
2019-11-25_1400,0:02:02.404160
2019-11-25_1500,0:02:06.288550
2019-11-25_1600,0:02:02.325939
2019-11-25_1700,0:02:02.525184
2019-11-25_1800,0:02:07.453811
2019-11-25_1900,0:02:02.390148
2019-11-25_2000,0:02:02.430290
2019-11-26_1200,0:02:03.361761
2019-11-26_1300,0:02:01.905054
2019-11-26_1400,0:02:03.344839
2019-11-26_1500,0:02:02.077911
2019-11-26_1600,0:02:02.219462
2019-11-26_1700,0:02:03.203645
2019-11-26_1800,0:02:01.947277
2019-11-26_1900,0:02:02.588020
2019-11-26_2000,0:02:02.399971
2019-11-26_2100,0:02:02.662242
2019-11-26_2200,0:02:02.445853
2019-11-26_2300,0:02:02.217508
2019-11-27_1000,0:02:02.021614
2019-11-27_1100,0:02:02.191993
2019-12-01_1400,0:02:03.014319
2019-12-01_1500,0:02:02.352650
2019-12-01_1600,0:02:02.355051
2019-12-01_1700,0:02:02.366109
2019-12-01_1800,0:02:03.832766
2019-12-01_1900,0:02:03.458481
2019-12-01_2000,0:02:02.421393
2019-12-01_2100,0:02:02.154273
2019-12-01_2200,0:02:02.362659
2019-12-01_2300,0:02:02.157192
2019-12-02_1200,0:02:03.769879
2019-12-02_1300,0:02:04.450113
2019-12-02_1400,0:02:03.757662
2019-12-02_1500,0:02:03.399537
2019-12-02_1600,0:02:03.483080
2019-12-02_1700,0:02:03.680614
2019-12-02_1800,0:02:03.069769
2019-12-02_1900,0:02:04.048581
2019-12-02_2000,0:02:01.993352
2019-12-02_2100,0:02:01.915675
2019-12-03_1200,0:02:04.528752
2019-12-03_1300,0:02:05.352059
2019-12-03_1800,0:02:02.243432
2019-12-03_2100,0:02:02.010636
2019-12-04_0800,0:02:01.729741
2019-12-04_0900,0:02:01.716087
2019-12-04_1000,0:02:02.092317
2019-12-04_1100,0:02:01.805745
2019-12-04_1200,0:02:01.840351
2019-12-04_1300,0:02:01.847195
2019-12-04_1400,0:02:02.416952
2019-12-04_1500,0:02:02.119016
2019-12-04_1600,0:02:02.177620
2019-12-04_1700,0:02:02.299939
2019-12-04_1800,0:02:02.565756
2019-12-04_1900,0:02:03.338269
2019-12-04_2000,0:02:02.461376
2019-12-04_2100,0:02:02.378181
2019-12-05_1300,0:02:04.140063
2019-12-05_1400,0:02:03.847649
2019-12-05_1500,0:02:04.039910
2019-12-05_1600,0:02:03.422917
2019-12-05_1700,0:02:03.751082
2019-12-05_1800,0:02:03.575384
2019-12-05_1900,0:02:03.241602
2019-12-05_2000,0:02:03.427826
2019-12-05_2100,0:02:02.107045
2019-12-05_2200,0:02:02.050075
2019-12-05_2300,0:02:02.208575
2019-12-06_0900,0:02:03.152625
2019-12-06_1000,0:02:03.747830
2019-12-06_1100,0:02:02.173561
2019-12-06_1200,0:02:02.289575
2019-12-06_1300,0:02:02.049025
2019-12-06_1400,0:02:03.016866
2019-12-06_1500,0:02:02.735464
2019-12-06_1600,0:02:02.247729
2019-12-06_1700,0:02:02.526608
2019-12-06_1800,0:02:02.599798
2019-12-06_1900,0:02:02.480609
2019-12-07_1200,0:02:03.770268
2019-12-07_1300,0:02:04.157566
2019-12-07_1400,0:02:03.064808
2019-12-07_1500,0:02:02.608953
2019-12-07_1600,0:02:01.981928
2019-12-07_1700,0:02:02.311878
2019-12-07_1800,0:02:02.387695
2019-12-07_1900,0:02:02.251864
2019-12-07_2000,0:02:02.101811
2019-12-07_2300,0:02:02.261038
2019-12-08_0000,0:02:02.051371
2019-12-08_0100,0:02:03.908241
2019-12-08_0200,0:02:02.352618
2019-12-08_0300,0:02:01.821591
2019-12-08_0400,0:02:02.405811
2019-12-08_0500,0:02:02.376004
2019-12-08_0600,0:02:02.558552
2019-12-08_0700,0:02:01.751339
2019-12-08_0800,0:02:02.576827
2019-12-08_0900,0:02:02.687583
2019-12-08_1000,0:02:02.103689
2019-12-08_1100,0:02:02.373612
2019-12-08_1200,0:02:02.880950
2019-12-08_1300,0:02:02.221423
2019-12-08_1400,0:02:02.316660
2019-12-08_1500,0:02:02.619646
2019-12-08_1600,0:02:03.281344
2019-12-08_1700,0:02:02.186604
2019-12-08_1800,0:02:02.869254
2019-12-08_1900,0:02:02.694875
2019-12-08_2000,0:02:02.883685
2019-12-08_2100,0:02:02.240741
2019-12-08_2200,0:02:02.457147
2019-12-08_2300,0:02:02.264848
2019-12-09_0000,0:02:02.284505
2019-12-09_1300,0:02:02.828218
2019-12-09_1400,0:02:02.396864
2019-12-09_1500,0:02:02.962868
2019-12-09_1600,0:02:03.363402
2019-12-09_1700,0:02:02.560122
2019-12-09_1800,0:02:02.312704
2019-12-09_1900,0:02:02.633910
2019-12-09_2000,0:02:02.371563
2019-12-09_2100,0:02:02.489229
2019-12-10_0100,0:02:02.282872
2019-12-10_0200,0:02:02.350927
2019-12-10_0300,0:02:01.944812
2019-12-10_0400,0:02:02.641832
2019-12-10_0500,0:02:02.091797
2019-12-10_0600,0:02:02.131230
2019-12-10_0700,0:02:02.202828
2019-12-10_0800,0:02:02.393873
2019-12-10_0900,0:02:01.895075
2019-12-10_1000,0:02:01.923222
2019-12-10_1100,0:02:02.444286
2019-12-10_1200,0:02:02.331247
2019-12-10_1300,0:02:02.194626
2019-12-10_1400,0:02:02.148102
2019-12-10_1500,0:02:02.325712
2019-12-10_1600,0:02:04.584381
2019-12-10_1700,0:02:03.660407
2019-12-10_1800,0:02:02.359875
2019-12-11_0200,0:02:02.130099
2019-12-11_1100,0:02:02.299536
2019-12-11_1200,0:02:02.402432
2019-12-11_1300,0:02:02.734042
2019-12-11_1400,0:02:02.503709
2019-12-11_1500,0:02:02.669128
2019-12-11_1600,0:02:02.703334
2019-12-11_1700,0:02:02.513392
2019-12-11_1800,0:02:02.420848
2019-12-11_1900,0:02:02.474920
2019-12-11_2000,0:02:03.737209
2019-12-11_2100,0:02:02.560398
2019-12-11_2200,0:02:03.509717
2019-12-11_2300,0:02:02.668361
2019-12-12_0000,0:02:02.111548
2019-12-12_1200,0:02:02.211417
2019-12-12_1300,0:02:02.855901
2019-12-12_1400,0:02:12.082990
2019-12-12_1500,0:02:02.128353
2019-12-12_1600,0:02:02.642094
2019-12-12_1700,0:02:02.210878
2019-12-12_1800,0:02:04.221528
2019-12-12_1900,0:02:02.427455
2019-12-13_1400,0:02:02.619335
2019-12-13_1500,0:02:02.898688
2019-12-13_1600,0:02:02.109757
2019-12-13_1700,0:02:03.784791
2019-12-13_1800,0:02:02.790321
2019-12-13_1900,0:02:02.424065
2019-12-14_1200,0:02:02.848268
2019-12-14_1300,0:02:02.076791
2019-12-14_1400,0:02:02.172639
2019-12-14_1500,0:02:02.409957
2019-12-14_1800,0:02:02.571358
2019-12-14_1900,0:02:02.690660
2019-12-14_2000,3:24:00.361964
2019-12-15_0000,0:02:02.439713
2019-12-15_0800,0:02:02.172005
2019-12-15_0900,0:02:02.369230
2019-12-15_1000,0:02:04.463343
2019-12-15_1100,0:02:02.071159
2019-12-15_1200,0:02:02.658400
2019-12-15_1300,0:02:02.734430
2019-12-15_1400,0:02:02.140033
2019-12-15_1500,0:02:02.585493
2019-12-15_1600,0:02:02.242946
2019-12-15_1700,0:02:02.600651
2019-12-15_1800,0:02:02.424969
2019-12-15_1900,0:02:03.423539
2019-12-15_2000,0:02:02.486632
2019-12-15_2100,0:02:02.043588
2019-12-15_2200,0:02:03.270778
2019-12-15_2300,0:02:03.308536
2019-12-16_0000,0:02:02.403578
2019-12-16_0100,0:02:01.942439
2019-12-16_0200,0:02:02.036031
2019-12-16_0300,0:02:02.263236
2019-12-16_0400,0:02:01.834504
2019-12-16_0500,0:02:01.987508
2019-12-16_0600,0:02:02.000611
2019-12-16_0700,0:02:02.584004
2019-12-16_0800,0:02:01.975574
2019-12-16_0900,0:02:01.882731
2019-12-16_1000,0:02:02.435686
2019-12-16_1100,0:02:03.066618
2019-12-16_1200,0:02:02.455540
2019-12-16_1300,0:02:02.968956
2019-12-16_1400,0:02:02.263825
2019-12-16_1500,0:02:02.148144
2019-12-16_1600,0:02:02.126995
2019-12-16_1700,0:02:01.922748
2019-12-16_1800,0:02:02.132194
2019-12-16_1900,0:02:02.576638
2019-12-16_2000,0:02:02.584587
2019-12-16_2100,0:02:04.300188
2019-12-16_2200,0:02:02.442260
2019-12-16_2300,0:02:02.165191
2019-12-17_0000,0:02:02.099098
2019-12-17_0100,0:02:04.067457
2019-12-17_0200,0:02:02.159970
2019-12-17_0300,0:02:01.950025
2019-12-17_0400,0:02:02.098283
2019-12-17_0500,0:02:03.510217
2019-12-17_0600,0:02:01.585187
2019-12-17_0700,0:02:01.779969
2019-12-17_0800,0:02:03.448145
2019-12-17_0900,0:02:01.957681
2019-12-17_1000,0:02:02.172406
2019-12-17_1100,0:02:02.526487
2019-12-17_1200,0:02:02.411170
2019-12-17_1300,0:02:02.931779
2019-12-17_1400,0:02:02.082018
2019-12-17_1500,0:02:02.240466
2019-12-17_1600,0:02:01.885286
2019-12-17_1700,0:02:02.043766
2019-12-17_1800,0:02:01.977004
2019-12-17_1900,0:02:01.876848
2019-12-17_2000,0:02:02.190613
2019-12-17_2100,0:02:02.577726
2019-12-17_2200,0:02:03.055004
2019-12-17_2300,0:02:02.052957
2019-12-18_0000,0:02:02.205351
2019-12-18_0100,0:02:02.121093
2019-12-18_0200,0:02:02.280910
2019-12-18_0300,0:02:02.586494
2019-12-18_0400,0:02:01.588061
2019-12-18_0500,0:02:01.762942
2019-12-18_0600,0:02:01.746393
2019-12-18_0700,0:02:01.769898
2019-12-18_0800,0:02:02.593988
2019-12-18_0900,0:02:01.923229
2019-12-18_1000,0:02:01.845880
2019-12-18_1100,0:02:01.860009
2019-12-18_1200,0:02:02.766518
2019-12-18_1300,0:02:02.554774
2019-12-18_1400,0:02:02.395725
2019-12-18_1500,0:02:01.887046
2019-12-18_1600,0:02:02.150307
2019-12-18_1700,0:02:02.070478
2019-12-18_1800,0:02:01.937028
2019-12-18_1900,0:02:02.079407
2019-12-18_2000,0:02:03.981316
2019-12-19_0100,0:02:05.130883
2019-12-19_0200,0:02:02.199153
2019-12-19_0300,0:02:01.922385
2019-12-19_0400,0:02:01.810317
2019-12-19_0500,0:02:01.607813
2019-12-19_0600,0:02:01.805493
2019-12-19_0700,0:02:01.806798
2019-12-19_0800,0:02:01.717899
2019-12-19_0900,0:02:02.241668
2019-12-19_1000,0:02:02.406127
2019-12-19_1100,0:02:01.872472
2019-12-19_1200,0:02:02.260486
2019-12-19_1300,0:02:02.357363
2019-12-19_1400,0:02:02.758482
2019-12-19_1500,0:02:02.261400
2019-12-19_1600,0:02:02.893699
2019-12-19_1700,0:02:03.523735
2019-12-19_1800,0:02:02.060779
2019-12-19_1900,0:02:02.037517
2019-12-20_1700,0:02:02.582802
2019-12-20_1800,0:02:03.263772
2019-12-21_1200,0:02:02.619455
2019-12-21_1600,0:02:02.380299
2019-12-21_1700,0:02:02.269947
2019-12-21_1800,0:02:02.158429
2019-12-21_1900,0:02:02.348790
2019-12-21_2000,0:02:02.045255
2019-12-21_2100,0:02:02.049979
2019-12-21_2200,0:02:02.714756
2019-12-22_1300,0:02:03.692724
2019-12-22_1400,0:02:02.312837
2019-12-22_1500,0:02:02.669296
2019-12-22_1600,0:02:02.690855
2019-12-22_1700,0:02:02.355089
2019-12-22_1800,0:02:02.804379
2019-12-22_2000,0:02:03.024759
2019-12-22_2100,0:02:04.178811
2019-12-22_2200,0:02:02.438411
2019-12-22_2300,0:02:02.466726
2019-12-23_0000,0:02:02.983307
2019-12-23_1100,0:02:02.115887
2019-12-23_1200,0:02:02.644769
2019-12-23_1300,0:02:02.183773
2019-12-23_1400,0:02:02.134271
2019-12-23_1500,0:02:02.466621
2019-12-23_1600,0:02:02.093730
2019-12-23_1700,0:02:02.773960
2019-12-23_1800,0:02:03.673525
2019-12-23_1900,0:02:01.972955
2019-12-23_2000,0:02:03.428463
2019-12-23_2100,0:02:02.701640
2019-12-23_2200,0:02:02.831877
2019-12-23_2300,0:02:02.138337
2019-12-24_0000,0:02:02.120345
2019-12-24_0100,0:02:02.064275
2019-12-24_0200,0:02:02.441074
2019-12-24_0300,0:02:02.728237
2019-12-24_0400,0:02:02.669481
2019-12-24_0500,0:02:02.150711
2019-12-24_0600,0:02:02.090235
2019-12-24_0700,0:02:02.151139
2019-12-24_0800,0:02:01.896925
2019-12-24_0900,0:02:02.245624
2019-12-24_1000,0:02:02.504322
2019-12-24_1100,0:02:02.620868
2019-12-24_1200,0:02:02.077974
2019-12-24_1300,0:02:02.529982
2019-12-24_1400,0:02:02.464740
2019-12-24_1500,0:02:02.586860
2019-12-24_1600,0:02:02.468555
2019-12-24_1700,0:02:02.754170
2019-12-24_1800,0:02:02.410340
2019-12-24_1900,0:02:02.159892
2019-12-24_2000,0:02:02.371837
2019-12-24_2100,0:02:09.717242
2019-12-24_2200,0:02:02.186246
2019-12-24_2300,0:02:02.194208
2019-12-25_0000,0:02:02.037399
2019-12-25_0100,0:02:02.189493
2019-12-25_0200,0:02:02.139853
2019-12-25_0300,0:02:02.385935
2019-12-25_0400,0:02:02.703959
2019-12-25_0500,0:02:02.117145
2019-12-25_0600,0:02:02.362795
2019-12-25_0700,0:02:02.921389
2019-12-25_0800,0:02:02.359717
2019-12-25_0900,0:02:02.379767
2019-12-25_1000,0:02:02.659568
2019-12-25_1100,0:02:02.615106
2019-12-25_1200,0:02:02.274925
2019-12-25_1300,0:02:02.812700
2019-12-25_1400,0:02:03.790795
2019-12-25_1500,0:02:03.005941
2019-12-25_1600,0:02:02.843801
2019-12-25_1700,0:02:02.833086
2019-12-25_1800,0:02:03.178195
2019-12-25_1900,0:02:02.650850
2019-12-25_2000,0:02:02.530182
2019-12-25_2100,0:02:03.145325
2019-12-25_2200,0:02:03.055959
2019-12-25_2300,0:02:03.359886
2019-12-26_0000,0:02:03.310765
2019-12-26_0100,0:02:02.651929
2019-12-26_0200,0:02:02.858422
2019-12-26_0300,0:02:02.293738
2019-12-26_0400,0:02:02.928423
2019-12-26_0500,0:02:02.982977
2019-12-26_0600,0:02:02.621635
2019-12-26_0700,0:02:02.354587
2019-12-26_0800,0:02:03.005977
2019-12-26_0900,0:02:03.167118
2019-12-26_1000,0:02:07.706506
2019-12-26_1100,0:02:02.883623
2019-12-26_1200,0:02:02.363449
2019-12-26_1300,0:02:02.383555
2019-12-26_1400,0:02:02.834850
2019-12-26_1500,0:02:02.498908
2019-12-26_1600,0:02:02.503270
2019-12-26_1700,0:02:02.258869
2019-12-26_1800,0:02:02.492520
2019-12-26_1900,0:02:02.971409
2019-12-26_2000,0:02:02.390519
2019-12-26_2100,0:02:02.783961
2019-12-26_2200,0:02:02.460933
2019-12-26_2300,0:02:02.458977
2019-12-27_0000,0:02:02.400808
2019-12-27_0100,0:02:01.836433
2019-12-27_0200,0:02:02.375552
2019-12-27_0300,0:02:02.481977
2019-12-27_0400,0:02:02.577278
2019-12-27_0500,0:02:02.849875
2019-12-27_0600,0:02:02.234888
2019-12-27_0700,0:02:02.033280
2019-12-27_0800,0:02:02.063240
2019-12-27_0900,0:02:02.368909
2019-12-27_1000,0:02:02.367647
2019-12-27_1100,0:02:02.260649
2019-12-27_1200,0:02:02.281325
2019-12-27_1300,0:02:01.983379
2019-12-27_1400,0:02:01.785640
2019-12-27_1500,0:02:02.553936
2019-12-27_1600,0:02:02.107166
2019-12-27_1700,0:02:01.872303
2019-12-27_1800,0:02:02.041983
2019-12-27_1900,0:02:02.407567
2019-12-27_2000,0:02:01.749466
2019-12-27_2100,0:02:01.902447
2019-12-27_2200,0:02:02.122272
2019-12-27_2300,0:02:02.155185
2019-12-28_0000,0:02:01.886527
2019-12-28_0100,0:02:02.126797
2019-12-28_0200,0:02:02.040542
2019-12-28_0300,0:02:01.942177
2019-12-28_0400,0:02:02.029374
2019-12-28_0500,0:02:01.848763
2019-12-28_0600,0:02:01.567628
2019-12-28_0700,0:02:01.997641
2019-12-28_0800,0:02:01.692155
2019-12-28_0900,0:02:01.790866
2019-12-28_1000,0:02:02.121471
2019-12-28_1100,0:02:01.759472
2019-12-28_1200,0:02:02.418821
2019-12-28_1300,0:02:02.666116
2019-12-28_1400,0:02:02.413034
2019-12-28_1500,0:02:02.256327
2019-12-28_1600,0:02:02.326451
2019-12-28_1700,0:02:02.187535
2019-12-28_1800,0:02:02.003260
2019-12-28_1900,0:02:02.169467
2019-12-28_2000,0:02:02.387241
2019-12-28_2100,0:02:02.289536
2019-12-28_2200,0:02:01.979775
2019-12-28_2300,0:02:02.235318
2019-12-29_0000,0:02:02.129337
2019-12-29_0100,0:02:01.929166
2019-12-29_0200,0:02:03.099989
2019-12-29_0300,0:02:01.976932
2019-12-29_0400,0:02:02.440972
2019-12-29_0500,0:02:02.258839
2019-12-29_0600,0:02:01.623064
2019-12-29_0700,0:02:02.239506
2019-12-29_0800,0:02:02.303203
2019-12-29_0900,0:02:01.998212
2019-12-29_1000,0:02:02.591796
2019-12-29_1100,0:02:02.597325
2019-12-29_1200,0:02:04.024880
2019-12-29_1300,0:02:02.402799
2019-12-29_1400,0:02:02.482168
2019-12-29_1500,0:02:02.101857
2019-12-29_1600,0:02:02.795531
2019-12-29_1700,0:02:02.460381
2019-12-29_1800,0:02:02.734681
2019-12-29_1900,0:02:02.604630
2019-12-29_2000,0:02:02.073255
2019-12-29_2100,0:02:02.372201
2019-12-29_2200,0:02:02.580127
2019-12-30_1900,0:02:02.547534
2019-12-30_2000,0:02:04.186000
2019-12-30_2100,0:02:02.473033
2019-12-30_2200,0:02:03.474849
2019-12-30_2300,0:02:02.049733
2019-12-31_0000,0:02:02.191433
2019-12-31_1000,0:02:02.074402
2019-12-31_1100,0:02:02.317965
2019-12-31_1200,0:02:02.067670
2019-12-31_1300,0:02:02.815053
2019-12-31_1400,0:02:02.890711
2019-12-31_1500,0:02:03.042271
2019-12-31_1600,0:02:03.950422
2019-12-31_1700,0:02:02.454446
2019-12-31_1800,0:02:02.869078
2019-12-31_1900,0:02:05.315030
2019-12-31_2000,0:02:02.359040
2019-12-31_2100,0:02:02.255541
2019-12-31_2200,0:02:02.321410
2019-12-31_2300,0:02:02.349059
2020-01-01_0100,0:02:02.200010
2020-01-01_0200,0:02:02.381528
2020-01-01_0300,0:02:01.950643
2020-01-01_0400,0:02:01.975435
2020-01-01_0500,0:02:02.089130
2020-01-01_0600,0:02:02.097735
2020-01-01_0700,0:02:01.726067
2020-01-01_0800,0:02:02.572902
2020-01-01_0900,0:02:01.969412
2020-01-01_1000,0:02:02.503378
2020-01-01_1100,0:02:02.052222
2020-01-01_1200,0:02:02.133976
2020-01-01_1300,0:02:02.116256
2020-01-01_1400,0:02:02.424935
2020-01-01_1500,0:02:02.118080
2020-01-01_1600,0:02:02.358612
2020-01-01_1700,0:02:04.034237
2020-01-01_1800,0:02:02.914169
2020-01-01_1900,0:02:02.608101
2020-01-01_2000,0:02:02.813482
2020-01-01_2100,0:02:03.444799
2020-01-01_2200,0:02:02.573507
2020-01-01_2300,0:02:02.939406
2020-01-02_0000,0:02:02.554205
2020-01-02_0100,0:02:02.079059
2020-01-02_0200,0:02:02.744007
2020-01-02_0300,0:02:02.304778
2020-01-02_0400,0:02:03.040237
2020-01-02_0500,0:02:01.925847
2020-01-02_0600,0:02:02.365634
2020-01-02_0700,0:02:02.344851
2020-01-02_0800,0:02:01.987958
2020-01-02_0900,0:02:02.825668
2020-01-02_1000,0:02:02.414430
2020-01-02_1100,0:02:02.545136
2020-01-02_1200,0:02:02.563923
2020-01-02_1300,0:02:02.770217
2020-01-02_1400,0:02:02.050468
2020-01-02_1500,0:02:02.403561
2020-01-02_1600,0:02:02.213530
2020-01-02_1700,0:02:02.831187
2020-01-02_1800,0:02:03.426844
2020-01-02_1900,0:02:02.136340
2020-01-02_2000,0:02:02.456078
2020-01-02_2100,0:02:02.182700
2020-01-02_2200,0:02:02.163604
2020-01-02_2300,0:02:02.494975
2020-01-03_2300,0:02:02.373634
2020-01-04_0000,0:02:03.007210
2020-01-04_0100,0:02:03.186372
2020-01-04_0200,0:02:01.942082
2020-01-04_0300,0:02:02.264101
2020-01-04_0400,0:02:02.151724
2020-01-04_0500,0:02:02.297709
2020-01-04_0600,0:02:03.943699
2020-01-04_0700,0:02:02.048996
2020-01-04_0800,0:02:01.771997
2020-01-04_0900,0:02:02.550301
2020-01-04_1000,0:02:04.596712
2020-01-04_1100,0:02:02.282032
2020-01-04_1200,0:02:03.252723
2020-01-04_1300,0:02:02.441158
2020-01-04_1400,0:02:02.545856
2020-01-04_1500,0:02:03.282029
2020-01-04_1600,0:02:03.959015
2020-01-04_1700,0:02:18.032018
2020-01-04_1800,0:02:05.070238
2020-01-04_1900,0:02:03.229695
2020-01-04_2000,0:02:03.130586
2020-01-04_2100,0:02:02.777136
2020-01-04_2200,0:02:03.111562
2020-01-04_2300,0:02:02.211504
2020-01-05_2000,0:02:02.591367
2020-01-05_2100,0:02:02.750444
2020-01-05_2200,0:02:02.121750
2020-01-05_2300,0:02:02.741849
2020-01-06_0000,0:02:04.166314
2020-01-06_0100,0:02:02.780667
2020-01-06_0200,0:02:03.025899
2020-01-06_0300,0:02:01.971581
2020-01-06_0400,0:02:02.056055
2020-01-06_0500,0:02:02.129929
2020-01-06_0600,0:02:02.539190
2020-01-06_0700,0:02:02.261656
2020-01-06_0800,0:02:02.536754
2020-01-06_0900,0:02:02.111903
2020-01-06_1000,0:02:02.403381
