timestamp,time for refresh
2020-01-06_1100,0:02:02.909685
2020-01-06_1200,0:02:02.400797
2020-01-06_1300,0:02:02.656074
2020-01-06_1400,0:02:02.599951
2020-01-06_1500,0:02:02.523374
2020-01-06_1600,0:02:02.245727
2020-01-06_1700,0:02:02.449368
2020-01-06_1800,0:02:02.559293
2020-01-06_1900,0:02:03.152151
2020-01-06_2000,0:02:02.822194
2020-01-06_2100,0:02:02.214539
2020-01-06_2200,0:02:02.559803
2020-01-06_2300,0:02:02.737175
2020-01-07_1100,0:02:04.620580
2020-01-07_1200,0:02:02.899305
2020-01-07_1300,0:02:03.347963
2020-01-07_1400,0:02:03.051699
2020-01-07_1500,0:02:04.049448
2020-01-07_1600,0:02:02.424210
2020-01-07_1700,0:02:02.902777
2020-01-07_1800,0:02:02.720217
2020-01-07_1900,0:02:02.358331
2020-01-07_2000,0:02:02.455238
2020-01-07_2100,0:02:02.709496
2020-01-07_2200,0:02:02.770821
2020-01-07_2300,0:02:02.387267
2020-01-08_0000,0:02:02.485487
2020-01-08_0100,0:02:03.210278
2020-01-08_0200,0:02:03.064700
2020-01-08_0300,0:02:02.785879
2020-01-08_1500,0:02:02.480921
2020-01-08_1600,0:02:02.947556
2020-01-08_1700,0:02:02.836137
2020-01-08_1800,0:02:02.191676
2020-01-08_1900,0:02:02.437886
2020-01-08_2000,0:02:02.697886
2020-01-08_2100,0:02:02.554071
2020-01-08_2200,0:02:02.799943
2020-01-08_2300,0:02:02.335863
2020-01-09_0000,0:02:04.556867
2020-01-09_0100,0:02:02.006068
2020-01-09_0200,0:02:02.280189
2020-01-09_0300,0:02:02.218457
2020-01-09_0400,0:02:02.342338
2020-01-09_0500,0:02:01.785884
2020-01-09_0600,0:02:02.011994
2020-01-09_0700,0:02:01.905296
2020-01-09_0800,0:02:02.159914
2020-01-09_0900,0:02:02.791008
2020-01-09_1000,0:02:02.495470
2020-01-09_1100,0:02:02.218707
2020-01-09_1200,0:02:04.044138
2020-01-09_1300,0:02:02.320412
2020-01-09_1400,0:02:02.445203
2020-01-09_1500,0:02:02.716776
2020-01-09_1600,0:02:02.728641
2020-01-09_1700,0:02:02.838745
2020-01-09_2100,0:02:02.812803
2020-01-09_2200,0:02:02.208969
2020-01-09_2300,0:02:02.412756
2020-01-10_0000,0:02:02.117040
2020-01-10_0100,0:02:02.973650
2020-01-10_0200,0:02:02.343593
2020-01-10_0400,0:02:02.352158
2020-01-10_0500,0:02:02.242097
2020-01-10_0600,0:02:02.020268
2020-01-10_0700,0:02:03.857914
2020-01-10_0800,0:02:02.847546
2020-01-10_0900,0:02:02.084425
2020-01-10_1000,0:02:02.303255
2020-01-10_1100,0:02:01.997325
2020-01-10_1200,0:02:02.568613
2020-01-10_1300,0:02:02.518295
2020-01-10_1400,0:02:02.682580
2020-01-10_1500,0:02:01.952373
2020-01-10_1600,0:02:02.651257
2020-01-10_1700,0:02:02.896870
2020-01-10_1800,0:02:02.906335
2020-01-10_1900,0:02:02.543920
2020-01-10_2000,0:02:02.423863
2020-01-10_2100,0:02:02.005150
2020-01-10_2200,0:02:02.531548
2020-01-11_0000,0:02:02.104926
2020-01-11_1700,0:02:02.421858
2020-01-11_1800,0:02:02.317150
2020-01-11_1900,0:02:02.331068
2020-01-11_2000,0:02:02.066290
2020-01-11_2100,0:02:04.090884
2020-01-11_2200,0:02:02.883107
2020-01-11_2300,0:02:03.102473
2020-01-12_1200,0:02:02.664790
2020-01-12_1300,0:02:02.325736
2020-01-13_1200,0:02:02.143179
2020-01-13_1300,0:02:03.278121
2020-01-13_1400,0:02:03.159827
2020-01-13_1500,0:02:02.464180
2020-01-13_1600,0:02:02.638273
2020-01-13_1700,0:02:02.504242
2020-01-13_1800,0:02:02.641326
2020-01-13_1900,0:02:02.433323
2020-01-13_2000,0:02:03.114292
2020-01-13_2100,0:02:02.425578
2020-01-13_2200,0:02:02.617746
2020-01-13_2300,0:02:02.477373
2020-01-14_0000,0:02:02.353451
2020-01-14_0100,0:02:02.294981
2020-01-14_0200,0:02:02.287326
2020-01-14_0300,0:02:02.153349
2020-01-14_0400,0:02:02.024390
2020-01-14_0500,0:02:02.753467
2020-01-14_0600,0:02:02.362723
2020-01-14_0700,0:02:03.029111
2020-01-14_0800,0:02:02.029508
2020-01-14_0900,0:02:02.073407
2020-01-14_1000,0:02:02.241361
2020-01-14_1100,0:02:01.887592
2020-01-14_1200,0:02:02.933283
2020-01-14_1300,0:02:01.980763
2020-01-14_1400,0:02:02.104441
2020-01-14_1500,0:02:02.880339
2020-01-14_1600,0:02:02.344638
2020-01-14_1700,0:02:02.815627
2020-01-14_1800,0:02:02.678224
2020-01-14_1900,0:02:02.799761
2020-01-14_2000,0:02:02.767323
2020-01-14_2100,0:02:03.721780
2020-01-14_2200,0:02:02.652324
2020-01-14_2300,0:02:02.495099
2020-01-15_0000,0:02:02.705972
2020-01-15_0100,0:02:04.658428
2020-01-15_0200,0:02:01.996184
2020-01-15_0300,0:02:01.903761
2020-01-15_0400,0:02:01.936211
2020-01-15_0500,0:02:04.047883
2020-01-15_0600,0:02:02.036489
2020-01-15_0700,0:02:02.325071
2020-01-15_0800,0:02:02.400132
2020-01-15_0900,0:02:01.775218
2020-01-15_1000,0:02:02.868188
2020-01-15_1100,0:02:02.196930
2020-01-15_1200,0:02:02.712602
2020-01-15_1300,0:02:02.635690
2020-01-15_1400,0:02:04.273281
2020-01-15_1500,0:02:02.149037
2020-01-15_1600,0:02:02.015860
2020-01-15_1700,0:02:03.527387
2020-01-15_1800,0:02:01.889955
2020-01-15_1900,0:02:05.188922
2020-01-15_2000,0:02:02.949240
2020-01-15_2100,0:02:02.093354
2020-01-15_2200,0:02:02.550966
2020-01-15_2300,0:02:02.805329
2020-01-16_0000,0:02:02.320470
2020-01-16_0100,0:02:02.392644
2020-01-16_0200,0:02:03.980589
2020-01-16_0300,0:02:03.988300
2020-01-16_0400,0:02:01.827208
2020-01-16_0500,0:02:01.949840
2020-01-16_0600,0:02:01.727307
2020-01-16_0700,0:02:01.808259
2020-01-16_0800,0:02:02.729344
2020-01-16_0900,0:02:02.831160
2020-01-16_1000,0:02:02.217895
2020-01-16_1100,0:02:02.747860
2020-01-16_1200,0:02:02.376624
2020-01-16_1300,0:02:02.337277
2020-01-16_1400,0:02:02.022577
2020-01-16_1500,0:02:02.278524
2020-01-16_1600,0:02:02.494704
2020-01-16_1700,0:02:01.988453
2020-01-16_1800,0:02:02.444439
2020-01-16_1900,0:02:02.490181
2020-01-16_2000,0:02:02.918720
2020-01-16_2100,0:02:02.656543
2020-01-16_2200,0:02:02.668965
2020-01-16_2300,0:02:03.093784
2020-01-17_0000,0:02:03.337838
2020-01-17_0100,0:02:02.792613
2020-01-17_0200,0:02:02.552188
2020-01-17_0300,0:02:02.648430
2020-01-17_0400,0:02:02.383171
2020-01-17_0500,0:02:02.408948
2020-01-17_0600,0:02:02.297282
2020-01-17_0700,0:02:01.926046
2020-01-17_0800,0:02:01.941963
2020-01-17_0900,0:02:02.212243
2020-01-17_1000,0:02:05.438976
2020-01-17_1100,0:02:02.721096
2020-01-17_1200,0:02:02.392871
2020-01-17_1600,0:02:02.590081
2020-01-17_1700,0:02:02.373400
2020-01-17_1800,0:02:02.830238
2020-01-17_1900,0:02:02.584942
2020-01-17_2100,0:02:02.253439
2020-01-17_2200,0:02:02.754843
2020-01-17_2300,0:02:02.759563
2020-01-18_0000,0:02:02.797131
2020-01-18_0100,0:02:03.306414
2020-01-18_0200,0:02:02.286509
2020-01-18_0300,0:02:02.008223
2020-01-18_0400,0:02:04.870150
2020-01-18_0500,0:02:01.984406
2020-01-18_0600,0:02:02.048468
2020-01-18_0700,0:02:02.240103
2020-01-18_0800,0:02:01.852975
2020-01-18_0900,0:02:02.532635
2020-01-18_1000,0:02:02.383110
2020-01-18_1100,0:02:02.044584
2020-01-18_1200,0:02:01.984632
2020-01-18_1300,0:02:02.241285
2020-01-18_1400,0:02:02.785649
2020-01-18_1500,0:02:02.916736
2020-01-18_1600,0:02:02.837025
2020-01-18_1700,0:02:03.157747
2020-01-18_1800,0:02:02.708665
2020-01-18_1900,0:02:02.255412
2020-01-18_2000,0:02:02.490038
2020-01-18_2100,0:02:02.663865
2020-01-18_2200,0:02:02.819380
2020-01-18_2300,0:02:02.363996
2020-01-19_0000,0:02:02.289336
2020-01-19_0100,0:02:02.366935
2020-01-19_0200,0:02:02.324922
2020-01-19_0300,0:02:02.015654
2020-01-19_0400,0:02:02.948853
2020-01-19_0500,0:02:03.806552
2020-01-19_0600,0:02:02.191201
2020-01-19_0700,0:02:02.495186
2020-01-19_0800,0:02:02.216395
2020-01-19_0900,0:02:02.712690
2020-01-19_1000,0:02:02.363601
2020-01-19_1100,0:02:02.293831
2020-01-19_1200,0:02:02.614827
2020-01-19_1300,0:02:02.528305
2020-01-19_1400,0:02:02.135105
2020-01-19_1500,0:02:02.593932
2020-01-19_1600,0:02:02.369727
2020-01-19_1700,0:02:02.128261
2020-01-19_1800,0:02:02.081569
2020-01-19_1900,0:02:02.170545
2020-01-19_2000,0:02:03.918793
2020-01-19_2100,0:02:02.967593
2020-01-19_2200,0:02:01.973929
2020-01-19_2300,0:02:02.136429
2020-01-20_0000,0:02:02.629417
2020-01-20_0100,0:02:02.942839
2020-01-20_0200,0:02:02.414381
2020-01-20_0300,0:02:02.679689
2020-01-20_0400,0:02:02.355190
2020-01-20_0500,0:02:02.427024
2020-01-20_0600,0:02:02.295839
2020-01-20_0700,0:02:02.153457
2020-01-20_0800,0:02:02.300527
2020-01-20_0900,0:02:02.454655
2020-01-20_1000,0:02:03.020122
2020-01-20_1100,0:02:02.334360
2020-01-20_1200,0:02:03.113312
2020-01-20_1300,0:02:02.503684
2020-01-20_1400,0:02:02.488245
2020-01-20_1500,0:02:02.436429
2020-01-20_1600,0:02:02.446842
2020-01-20_1700,0:02:02.523649
2020-01-20_1800,0:02:02.134347
2020-01-20_1900,0:02:02.170028
2020-01-20_2000,0:02:02.625148
2020-01-20_2100,0:02:02.465660
2020-01-20_2200,0:02:02.459612
2020-01-20_2300,0:02:02.316263
2020-01-21_0000,0:02:02.515130
2020-01-21_0100,0:02:02.028978
2020-01-21_0200,0:02:02.294472
2020-01-21_0300,0:02:01.957182
2020-01-21_0400,0:02:02.744985
2020-01-21_0500,0:02:02.956309
2020-01-21_0600,0:02:01.947193
2020-01-21_0700,0:02:01.813090
2020-01-21_0800,0:02:02.244661
2020-01-21_0900,0:02:02.009749
2020-01-21_1000,0:02:02.188564
2020-01-21_1100,0:02:02.383812
2020-01-21_1200,0:02:02.193804
2020-01-21_1300,0:02:02.428187
2020-01-21_1400,0:02:05.837721
2020-01-21_1500,0:02:02.527818
2020-01-21_1600,0:02:02.133590
2020-01-21_1700,0:02:02.828030
2020-01-21_1900,0:02:02.885090
2020-01-21_2100,0:02:02.672409
2020-01-21_2200,0:02:02.505486
2020-01-22_1000,0:02:02.382298
2020-01-22_1100,0:02:02.230820
2020-01-22_1200,0:02:03.032714
2020-01-22_1300,0:02:02.400106
2020-01-22_1400,0:02:02.646584
2020-01-22_1500,0:02:02.416896
2020-01-22_1600,0:02:02.911710
2020-01-22_1700,0:02:02.738738
2020-01-22_1900,0:02:02.757914
2020-01-22_2000,0:02:02.438673
2020-01-22_2100,0:02:02.191911
2020-01-22_2300,0:02:02.464994
2020-01-23_0000,0:02:02.640727
2020-01-23_0100,0:02:02.534592
2020-01-23_0200,0:02:01.738542
2020-01-23_0300,0:02:02.116983
2020-01-23_0400,0:02:01.902148
2020-01-23_0500,0:02:01.687911
2020-01-23_0600,0:02:01.951987
2020-01-23_0700,0:02:01.780862
2020-01-23_0800,0:02:01.795158
2020-01-23_0900,0:02:02.010222
2020-01-23_1000,0:02:01.955589
2020-01-23_1100,0:02:02.515866
2020-01-23_1200,0:02:02.501536
2020-01-23_1300,0:02:02.570349
2020-01-23_1400,0:02:02.495281
2020-01-23_1500,0:02:01.939199
2020-01-23_2000,0:02:02.057843
2020-01-23_2100,0:02:02.424496
2020-01-23_2200,0:02:03.078509
2020-01-23_2300,0:02:03.950732
2020-01-24_0000,0:02:02.100121
2020-01-24_0100,0:02:02.466927
2020-01-24_0200,0:02:02.398479
2020-01-24_0300,0:02:02.143540
2020-01-24_0400,0:02:02.528499
2020-01-24_0500,0:02:02.014070
2020-01-24_0600,0:02:02.482371
2020-01-24_0700,0:02:02.351090
2020-01-24_0800,0:02:01.756340
2020-01-24_0900,0:02:02.236395
2020-01-24_1000,0:02:02.449691
2020-01-24_1100,0:02:03.554080
2020-01-24_1200,0:02:02.828603
2020-01-24_1800,0:02:03.134449
2020-01-24_1900,0:02:02.440822
2020-01-24_2000,0:02:01.836849
2020-01-24_2100,0:02:02.012283
2020-01-24_2200,0:02:02.477212
2020-01-24_2300,0:02:02.185290
2020-01-25_0000,0:02:02.127338
2020-01-25_0100,0:02:01.999954
2020-01-25_0200,0:02:02.705184
2020-01-25_0300,0:02:02.114274
2020-01-25_0400,0:02:03.012311
2020-01-25_0500,0:02:01.995353
2020-01-25_0600,0:02:01.567711
2020-01-25_0700,0:02:01.892159
2020-01-25_0800,0:02:02.006408
2020-01-25_0900,0:02:02.563852
2020-01-25_1000,0:02:02.470475
2020-01-25_1100,0:02:02.543926
2020-01-25_1200,0:02:02.589053
2020-01-25_1300,0:02:02.391995
2020-01-25_1400,0:02:02.737884
2020-01-25_1500,0:02:02.481472
2020-01-25_1600,0:02:02.308610
2020-01-25_1700,0:02:02.457534
2020-01-25_1800,0:02:02.147995
2020-01-25_1900,0:02:02.195758
2020-01-25_2000,0:02:03.219190
2020-01-25_2100,0:02:03.987406
2020-01-25_2200,0:02:02.556397
2020-01-25_2300,0:02:02.298740
2020-01-26_0000,0:02:03.030403
2020-01-26_0100,0:02:02.454563
2020-01-26_0200,0:02:02.158510
2020-01-26_0300,0:02:02.480899
2020-01-26_0400,0:02:02.305451
2020-01-26_0500,0:02:02.838284
2020-01-26_0600,0:02:02.362378
2020-01-26_0700,0:02:01.975976
2020-01-26_0800,0:02:02.032199
2020-01-26_0900,0:02:04.459697
2020-01-26_1000,0:02:02.647500
2020-01-26_1100,0:02:02.895847
2020-01-26_1200,0:02:02.335388
2020-01-26_1300,0:02:02.573183
2020-01-26_1400,0:02:02.677692
2020-01-26_1500,0:02:02.514984
2020-01-26_1600,0:02:03.594465
2020-01-26_1700,0:02:02.850959
2020-01-26_1800,0:02:02.281571
2020-01-26_1900,0:02:03.405485
2020-01-26_2000,0:02:02.389521
2020-01-26_2100,0:02:03.783968
2020-01-27_0000,0:02:03.144632
2020-01-27_0100,0:02:02.822360
2020-01-27_0200,0:02:02.989853
2020-01-27_0300,0:02:02.212391
2020-01-27_0500,0:02:02.406566
2020-01-27_0600,0:02:02.638462
2020-01-27_0700,0:02:02.532959
2020-01-27_0800,0:02:02.179574
2020-01-27_0900,0:02:02.353336
2020-01-27_1000,0:02:02.922513
2020-01-27_1100,0:02:03.620387
2020-01-27_1200,0:02:02.581020
2020-01-27_1300,0:02:02.162442
2020-01-27_1400,0:02:02.663796
2020-01-27_1500,0:02:02.273333
2020-01-27_1600,0:02:04.300297
2020-01-27_1700,0:02:02.928376
2020-01-27_1800,0:02:03.023024
2020-01-27_1900,0:02:01.984698
2020-01-27_2000,0:02:02.367800
2020-01-27_2100,0:02:02.559445
2020-01-27_2200,0:02:03.105465
2020-01-27_2300,0:02:02.454205
2020-01-28_0000,0:02:02.373172
2020-01-28_1000,0:02:03.377689
2020-01-28_1100,0:02:02.836142
2020-01-28_1200,0:02:02.194740
2020-01-28_1300,0:02:02.437547
2020-01-28_1400,0:02:02.174855
2020-01-28_1500,0:02:02.492319
2020-01-28_1600,0:02:02.613458
2020-01-28_1700,0:02:03.718587
2020-01-28_1800,0:02:02.196054
2020-01-28_2300,0:02:04.611900
2020-01-29_0000,0:02:02.642015
2020-01-29_0100,0:02:05.289332
2020-01-29_0200,0:02:02.284005
2020-01-29_0300,0:02:02.690787
2020-01-29_0400,0:02:02.306407
2020-01-29_0500,0:02:04.215541
2020-01-29_0600,0:02:02.214255
2020-01-29_0700,0:02:02.352034
2020-01-29_0800,0:02:02.073687
2020-01-29_0900,0:02:03.103030
2020-01-29_1000,0:02:02.112875
2020-01-29_1100,0:02:03.462534
2020-01-29_1200,0:02:02.734218
2020-01-29_1300,0:02:02.866833
2020-01-29_1400,0:02:03.679590
2020-01-29_1500,0:02:02.302528
2020-01-29_1600,0:02:03.724275
2020-01-29_1700,0:02:02.798529
2020-01-29_1800,0:02:01.908488
2020-01-29_1900,0:02:01.995732
2020-01-29_2000,0:02:02.649352
2020-01-29_2100,0:02:02.290899
2020-01-29_2200,0:02:02.650372
2020-01-29_2300,0:02:02.388400
2020-01-30_0000,0:02:02.432645
2020-01-30_0100,0:02:02.120621
2020-01-30_0200,0:02:02.246176
2020-01-30_0300,0:02:02.324148
2020-01-30_0400,0:02:02.760463
2020-01-30_0500,0:02:02.196184
2020-01-30_0600,0:02:01.847798
2020-01-30_0700,0:02:02.088322
2020-01-30_0800,0:02:01.869296
2020-01-30_0900,0:02:02.429457
2020-01-30_1000,0:02:03.270282
2020-01-30_1100,0:02:03.184293
2020-01-30_1200,0:02:03.012388
2020-01-30_1300,0:02:02.347946
2020-01-30_1400,0:02:04.226139
2020-01-30_1500,0:02:02.605950
2020-01-30_1600,0:02:02.617559
2020-01-30_1700,0:02:02.752705
2020-01-30_1800,0:02:02.419629
2020-01-30_1900,0:02:03.194128
2020-01-30_2000,0:02:02.287611
2020-01-30_2100,0:02:02.244253
2020-01-30_2200,0:02:02.628090
2020-01-30_2300,0:02:02.433104
2020-01-31_0000,0:02:02.021221
2020-01-31_0100,0:02:02.526964
2020-01-31_0200,0:02:02.069957
2020-01-31_1300,0:02:02.665416
2020-01-31_1400,0:02:02.530873
2020-01-31_1500,0:02:02.711772
2020-01-31_1600,0:02:02.700142
2020-01-31_1700,0:02:01.883321
2020-01-31_1800,0:02:02.065650
2020-01-31_1900,0:02:02.180978
2020-01-31_2000,0:02:02.418380
2020-01-31_2100,0:02:02.284573
2020-01-31_2200,0:02:02.004910
2020-01-31_2300,0:02:02.317049
2020-02-01_0000,0:02:02.146537
2020-02-01_0100,0:02:02.092783
2020-02-01_0200,0:02:02.364782
2020-02-01_0300,0:02:02.626156
2020-02-01_0400,0:02:01.865001
2020-02-01_0500,0:02:01.790808
2020-02-01_0600,0:02:01.662103
2020-02-01_0700,0:02:02.946197
2020-02-01_0800,0:02:02.511982
2020-02-01_0900,0:02:02.033879
2020-02-01_1000,0:02:01.994524
2020-02-01_1100,0:02:02.989198
2020-02-01_1200,0:02:02.133751
2020-02-01_1300,0:02:01.845040
2020-02-01_1400,0:02:02.540664
2020-02-01_2100,0:02:01.938742
2020-02-01_2200,0:02:02.552075
2020-02-01_2300,0:02:02.332602
2020-02-02_0000,0:02:02.296847
2020-02-03_1200,0:02:03.574010
2020-02-03_1300,0:02:02.468258
2020-02-03_2100,0:02:02.574733
2020-02-03_2200,0:02:02.267422
2020-02-03_2300,0:02:03.328782
2020-02-04_0000,0:02:02.741786
2020-02-04_0100,0:02:03.645198
2020-02-04_0200,0:02:02.232571
2020-02-04_0300,0:02:02.612183
2020-02-04_0400,0:02:02.204743
2020-02-04_0500,0:02:02.407513
2020-02-04_0600,0:02:02.281619
2020-02-04_0700,0:02:02.337756
2020-02-04_0800,0:02:01.898008
2020-02-04_0900,0:02:03.547653
2020-02-04_1000,0:02:02.603566
2020-02-04_1100,0:02:03.084158
2020-02-04_1200,0:02:02.072325
2020-02-04_1300,0:02:03.441802
2020-02-04_1400,0:02:03.004952
2020-02-04_1500,0:02:01.935652
2020-02-04_1600,0:02:03.278205
2020-02-04_1700,0:02:02.277542
2020-02-04_1800,0:02:03.675338
2020-02-04_1900,0:02:03.937535
2020-02-04_2000,0:02:02.059333
2020-02-04_2100,0:02:02.100782
2020-02-04_2200,0:02:02.896506
2020-02-04_2300,0:02:02.267494
2020-02-05_0000,0:02:02.125532
2020-02-05_0100,0:02:02.361941
2020-02-05_0200,0:02:01.912625
2020-02-05_0300,0:02:02.497504
2020-02-05_0400,0:02:02.256385
2020-02-05_0500,0:02:02.140419
2020-02-05_0600,0:02:02.345777
2020-02-05_0700,0:02:02.012798
2020-02-05_0800,0:02:01.902248
2020-02-05_0900,0:02:01.875370
2020-02-05_1000,0:02:02.419868
2020-02-05_1100,0:02:02.213788
2020-02-05_1200,0:02:03.340750
2020-02-05_1300,0:02:03.840508
2020-02-05_1400,0:02:02.353925
2020-02-05_1500,0:02:02.287910
2020-02-05_1600,0:02:02.256747
2020-02-05_1700,0:02:02.476915
2020-02-05_1800,0:02:02.598331
2020-02-05_1900,0:02:02.258630
2020-02-05_2000,0:02:02.803526
2020-02-05_2100,0:02:02.736182
2020-02-05_2200,0:02:03.264609
2020-02-05_2300,0:02:02.700044
2020-02-06_0000,0:02:03.404867
2020-02-06_1300,0:02:02.098589
2020-02-06_1400,0:02:03.237700
2020-02-06_1500,0:02:01.908552
2020-02-06_1600,0:02:02.254849
2020-02-06_1700,0:02:01.876139
2020-02-06_1800,0:02:02.344144
2020-02-06_1900,0:02:01.916518
2020-02-06_2000,0:02:02.387331
2020-02-06_2100,0:02:01.722781
2020-02-06_2200,0:02:02.836872
2020-02-06_2300,0:02:02.166271
2020-02-07_0000,0:02:02.277243
2020-02-07_0100,0:02:03.126034
2020-02-07_0200,0:02:02.368406
2020-02-07_0300,0:02:02.049383
2020-02-07_0400,0:02:02.129639
2020-02-07_0500,0:02:02.538688
2020-02-07_0600,0:02:01.829682
2020-02-07_0700,0:02:02.293156
2020-02-07_0800,0:02:02.684047
2020-02-07_0900,0:02:02.037741
2020-02-07_1000,0:02:03.268680
2020-02-07_1100,0:02:02.920413
2020-02-07_1200,0:02:02.139327
2020-02-07_1300,0:02:06.031617
2020-02-07_1400,0:02:03.386805
2020-02-07_1500,0:02:03.840797
2020-02-07_1600,0:02:02.317066
2020-02-07_1700,0:02:02.050291
2020-02-07_1800,0:02:04.118731
2020-02-07_1900,0:02:02.028542
2020-02-07_2000,0:02:02.835556
2020-02-07_2100,0:02:03.207590
2020-02-07_2200,0:02:02.655101
2020-02-07_2300,0:02:02.426381
2020-02-08_0000,0:02:01.864848
2020-02-08_0100,0:02:02.842296
2020-02-08_0200,0:02:02.223933
2020-02-08_0300,0:02:02.355668
2020-02-08_0400,0:02:01.670123
2020-02-08_0500,0:02:01.621319
2020-02-08_0600,0:02:01.920785
2020-02-08_0700,0:02:02.239994
2020-02-08_0800,0:02:02.133360
2020-02-08_0900,0:02:01.977950
2020-02-08_1000,0:02:01.792446
2020-02-08_1100,0:02:01.985500
2020-02-08_1200,0:02:02.427833
2020-02-08_1300,0:02:02.121419
2020-02-08_1400,0:02:02.385301
2020-02-08_1500,0:02:02.207076
2020-02-08_1600,0:02:04.324937
2020-02-08_1700,0:02:03.606924
2020-02-08_1800,0:02:01.984660
2020-02-08_1900,0:02:02.438676
2020-02-08_2000,0:02:02.490817
2020-02-08_2100,0:02:02.590380
2020-02-08_2200,0:02:02.344698
2020-02-08_2300,0:02:02.084417
2020-02-10_1000,0:02:03.104335
2020-02-10_1100,0:02:02.179432
2020-02-10_1200,0:02:03.113562
2020-02-10_1300,0:02:02.606316
2020-02-10_1700,0:02:02.440611
2020-02-10_1800,0:02:02.103429
2020-02-10_1900,0:02:06.430338
2020-02-10_2000,0:02:02.642682
2020-02-10_2100,0:02:02.619357
2020-02-11_0000,0:02:02.021975
2020-02-11_0100,0:02:02.285951
2020-02-11_0200,0:02:02.240437
2020-02-11_0300,0:02:01.812680
2020-02-11_0400,0:02:02.200662
2020-02-11_0500,0:02:03.626110
2020-02-11_0600,0:02:01.827931
2020-02-11_0700,0:02:01.812587
2020-02-11_0800,0:02:02.388587
2020-02-11_0900,0:02:01.927390
2020-02-11_1000,0:02:01.971895
2020-02-11_1100,0:02:01.814053
2020-02-11_1200,0:02:02.428954
2020-02-11_1300,0:02:02.659219
2020-02-11_1400,0:02:02.742730
2020-02-11_1500,0:02:02.338251
2020-02-11_1600,0:02:02.931747
2020-02-11_1700,0:02:02.067689
2020-02-11_1800,0:02:02.498196
2020-02-11_1900,0:02:02.992828
2020-02-11_2000,0:02:02.647052
2020-02-11_2100,0:02:02.070354
2020-02-11_2200,0:02:02.229294
2020-02-11_2300,0:02:02.511355
2020-02-12_0000,0:02:02.765868
2020-02-12_1700,0:02:02.348745
2020-02-12_1800,0:02:02.304416
2020-02-12_1900,0:02:02.419759
2020-02-12_2000,0:02:02.409180
2020-02-12_2100,0:02:02.238586
2020-02-12_2200,0:02:02.294348
2020-02-12_2300,0:02:02.527760
2020-02-13_0000,0:02:02.566397
2020-02-13_0100,0:02:01.962177
2020-02-13_0200,0:02:01.874779
2020-02-13_0300,0:02:02.410086
2020-02-13_0400,0:02:03.509824
2020-02-13_0500,0:02:02.393646
2020-02-13_0600,0:02:02.061488
2020-02-13_0700,0:02:02.232041
2020-02-13_0800,0:02:02.134570
2020-02-13_0900,0:02:01.803753
2020-02-13_1000,0:02:01.980678
2020-02-13_1100,0:02:02.047493
2020-02-13_1200,0:02:02.422165
2020-02-13_1300,0:02:02.292605
2020-02-13_1400,0:02:02.302948
2020-02-13_1500,0:02:01.993138
2020-02-13_1600,0:02:02.644784
2020-02-13_1700,0:02:02.179959
2020-02-13_1800,0:02:02.077629
2020-02-13_1900,0:02:01.967191
2020-02-13_2000,0:02:02.301276
2020-02-13_2100,0:02:02.304935
2020-02-13_2200,0:02:01.975109
2020-02-13_2300,0:02:02.963978
2020-02-14_0000,0:02:01.927483
2020-02-14_0100,0:02:02.159110
2020-02-14_0200,0:02:01.869242
2020-02-14_0300,0:02:01.958839
2020-02-14_0400,0:02:02.801371
2020-02-14_0500,0:02:02.399899
2020-02-14_0600,0:02:02.628007
2020-02-14_0700,0:02:02.399694
2020-02-14_0800,0:02:02.182159
2020-02-14_0900,0:02:02.145212
2020-02-14_1000,0:02:02.586808
2020-02-14_1100,0:02:02.046016
2020-02-14_1200,0:02:02.383456
2020-02-14_1300,0:02:02.855403
2020-02-14_1400,0:02:03.843547
2020-02-14_1500,0:02:02.242739
2020-02-14_1600,0:02:03.180660
2020-02-14_1700,0:02:02.375796
2020-02-14_1800,0:02:03.016915
2020-02-14_1900,0:02:02.084304
2020-02-14_2000,0:02:02.460438
2020-02-14_2100,0:02:02.606920
2020-02-15_0200,0:02:17.235391
2020-02-15_0300,0:02:01.878680
2020-02-15_0400,0:02:02.030775
2020-02-15_0500,0:02:02.138752
2020-02-15_0600,0:02:02.068017
2020-02-15_0700,0:02:01.854410
2020-02-15_0800,0:02:01.926505
2020-02-15_0900,0:02:01.955911
2020-02-15_1000,0:02:02.213379
2020-02-15_1100,0:02:03.619540
2020-02-15_1200,0:02:09.483790
2020-02-15_1300,0:02:02.225523
2020-02-15_1400,0:02:03.781905
2020-02-15_1500,0:02:02.163643
2020-02-15_1600,0:02:06.040784
2020-02-15_1700,0:02:02.775975
2020-02-15_1800,0:02:02.555785
2020-02-15_1900,0:02:02.496438
2020-02-15_2000,0:02:02.605396
2020-02-15_2100,0:02:03.777188
2020-02-15_2200,0:02:04.332188
2020-02-15_2300,0:02:02.219760
2020-02-16_0000,0:02:03.257893
2020-02-16_0100,0:02:02.216269
2020-02-16_0200,0:02:03.971856
2020-02-16_0300,0:02:02.570446
2020-02-16_0400,0:02:02.067043
2020-02-16_0500,0:02:02.516968
2020-02-16_0600,0:02:02.362861
2020-02-16_0700,0:02:01.825528
2020-02-16_0800,0:02:02.104815
2020-02-16_0900,0:02:03.629550
2020-02-16_1000,0:02:02.107895
2020-02-16_1100,0:02:03.184220
2020-02-16_1200,0:02:02.931397
